Run,Country,ST_N,DataBase,Phylogroup_N,Human_N,Source_an,Collection.B,Collection.Year,Source,Continet
SRR5029840,United Kingdom,10,Enterobase,A,Non,Food,2015,2015,Food,Europe
SRR5031180,United Kingdom,10,Enterobase,A,Non,Food,2015,2015,Food,Europe
SRR5033729,United Kingdom,10,Enterobase,A,Non,Food,2015,2015,Food,Europe
SRR5035006,United Kingdom,1308,Enterobase,NF,Non,Food,2016,2016,Food,Europe
SRR5035013,United Kingdom,1308,Enterobase,NF,Non,Food,2016,2016,Food,Europe
SRR5035024,United Kingdom,1308,Enterobase,NF,Non,Food,2016,2016,Food,Europe
SRR5112854,United Kingdom,1308,Enterobase,NF,Non,Food,2016,2016,Food,Europe
SRR5112857,United Kingdom,1308,Enterobase,NF,Non,Food,2016,2016,Food,Europe
SRR5112858,United Kingdom,1308,Enterobase,NF,Non,Food,2016,2016,Food,Europe
SRR5112872,United Kingdom,1308,Enterobase,NF,Non,Food,2016,2016,Food,Europe
SRR5306582,United States,10,Enterobase,A,Non,Food,NF,NF,Food,North America
SRR5330922,NF,335,Enterobase,NF,Non,Food,1994,1994,Food,NF
SRR5341961,United States,1248,Enterobase,NF,Non,Food,2012,2012,Food,North America
SRR5341975,United States,278,Enterobase,AxB1,Non,Food,2000,2000,Food,North America
SRR5434330,South Korea,1308,Enterobase,NF,Non,Food,1996,1996,Food,Asia
SRR5434331,South Korea,10,Enterobase,A,Non,Food,1996,1996,Food,Asia
SRR5434334,South Korea,10,Enterobase,A,Non,Food,1996,1996,Food,Asia
SRR5434347,United States,16,Enterobase,B1,Non,Food,2010,2010,Food,North America
SRR5470251,United Kingdom,278,Enterobase,AxB1,Non,Food,2017,2017,Food,Europe
SRR5470261,United Kingdom,278,Enterobase,AxB1,Non,Food,2017,2017,Food,Europe
SRR5470826,United States,1727,Enterobase,NF,Non,Food,2010,2010,Food,North America
SRR5470827,United States,1727,Enterobase,NF,Non,Food,2010,2010,Food,North America
SRR5470914,United States,16,Enterobase,B1,Non,Food,2010,2010,Food,North America
SRR5688550,Egypt,10,Enterobase,A,Non,Food,2016,2016,Food,Africa
SRR5688551,Egypt,10,Enterobase,A,Non,Food,2016,2016,Food,Africa
SRR5688553,Egypt,10,Enterobase,A,Non,Food,2016,2016,Food,Africa
SRR5688555,Egypt,69,Enterobase,D,Non,Food,2016,2016,Food,Africa
SRR5688556,Egypt,10,Enterobase,A,Non,Food,2016,2016,Food,Africa
SRR5884075,United States,28,Enterobase,ABD,Non,Food,2017,2017,Food,North America
SRR6185826,United Kingdom,1727,Enterobase,NF,Non,Food,2017,2017,Food,Europe
SRR6222168,Argentina,10,Enterobase,A,Non,Food,2009,2009,Food,South America
SRR6236977,Argentina,278,Enterobase,AxB1,Non,Food,1999,1999,Food,South America
SRR6324140,United Kingdom,10,Enterobase,A,Non,Food,2016,2016,Food,Europe
SRR7041865,United States,641,Enterobase,NF,Non,Food,1999,1999,Food,North America
SRR7500938,United Kingdom,10,Enterobase,A,Non,Food,2017,2017,Food,Europe
SRR7500944,United Kingdom,10,Enterobase,A,Non,Food,2017,2017,Food,Europe
SRR7500986,United Kingdom,10,Enterobase,A,Non,Food,2017,2017,Food,Europe
SRR7500997,United Kingdom,10,Enterobase,A,Non,Food,2015,2015,Food,Europe
SRR7505780,United Kingdom,10,Enterobase,A,Non,Food,2017,2017,Food,Europe
SRR7505869,United Kingdom,10,Enterobase,A,Non,Food,2017,2017,Food,Europe
SRR7505877,United Kingdom,10,Enterobase,A,Non,Food,2016,2016,Food,Europe
SRR7505882,United Kingdom,10,Enterobase,A,Non,Food,2017,2017,Food,Europe
SRR7527615,United Kingdom,10,Enterobase,A,Non,Food,2018,2018,Food,Europe
SRR7786656,United States,2521,Enterobase,NF,Non,Food,2016,2016,Food,North America
SRR7786658,United States,2521,Enterobase,NF,Non,Food,2016,2016,Food,North America
SRR2826836,United States,16,Enterobase,B1,Non,Food,2015,2015,Food,North America
SRR2920604,United States,16,Enterobase,B1,Non,Food,2015,2015,Food,North America
SRR3098455,United States,16,Enterobase,B1,Non,Food,2015,2015,Food,North America
SRR3106221,United States,2522,Enterobase,NF,Non,Food,2015,2015,Food,North America
SRR3144229,United States,16,Enterobase,B1,Non,Food,2016,2016,Food,North America
SRR3171745,United States,16,Enterobase,B1,Non,Food,2016,2016,Food,North America
SRR3414330,United States,16,Enterobase,B1,Non,Food,2015,2015,Food,North America
SRR3437127,United States,16,Enterobase,B1,Non,Food,2015,2015,Food,North America
SRR3457631,United States,29,Enterobase,B1,Non,Food,2016,2016,Food,North America
SRR3457774,United States,16,Enterobase,B1,Non,Food,2015,2015,Food,North America
SRR3931160,United States,10,Enterobase,A,Non,Food,2014,2014,Food,North America
SRR4239755,United States,16,Enterobase,B1,Non,Food,2016,2016,Food,North America
SRR4419038,United States,16,Enterobase,B1,Non,Food,2016,2016,Food,North America
SRR5091628,United States,29,Enterobase,B1,Non,Food,2016,2016,Food,North America
SRR5091695,United States,16,Enterobase,B1,Non,Food,2016,2016,Food,North America
SRR5336306,Mexico,10,Enterobase,A,Non,Food,2002,2002,Food,North America
SRR5441614,United States,16,Enterobase,B1,Non,Food,2017,2017,Food,North America
SRR5588877,United States,29,Enterobase,B1,Non,Food,2017,2017,Food,North America
SRR6197816,United States,16,Enterobase,B1,Non,Food,2017,2017,Food,North America
SRR6197835,United States,16,Enterobase,B1,Non,Food,2017,2017,Food,North America
SRR6310038,United States,29,Enterobase,B1,Non,Food,2017,2017,Food,North America
SRR6919237,United States,10,Enterobase,A,Non,Food,2000,2000,Food,North America
SRR6930192,United States,10,Enterobase,A,Non,Food,2000,2000,Food,North America
SRR6930201,United States,10,Enterobase,A,Non,Food,2000,2000,Food,North America
SRR6930202,United States,10,Enterobase,A,Non,Food,2000,2000,Food,North America
SRR7011047,United States,10,Enterobase,A,Non,Food,1998,1998,Food,North America
SRR7267540,United States,29,Enterobase,B1,Non,Food,2018,2018,Food,North America
SRR7427138,United States,127,Enterobase,B2,Non,Food,2002,2002,Food,North America
SRR7427254,United States,127,Enterobase,B2,Non,Food,2002,2002,Food,North America
SRR8095476,United States,10,Enterobase,A,Non,Food,2017,2017,Food,North America
SRR8095534,United States,10,Enterobase,A,Non,Food,2017,2017,Food,North America
SRR1272843,United States,1727,Enterobase,NF,Non,Enviornment,2010,2010,Enviornment,North America
SRR1272883,United States,1727,Enterobase,NF,Non,Enviornment,2010,2010,Enviornment,North America
SRR2239579,United States,278,Enterobase,AxB1,Non,Enviornment,2011,2011,Enviornment,North America
SRR2239590,United States,10,Enterobase,A,Non,Enviornment,2011,2011,Enviornment,North America
SRR2239596,United States,10,Enterobase,A,Non,Enviornment,2011,2011,Enviornment,North America
SRR2239597,United States,278,Enterobase,AxB1,Non,Enviornment,2011,2011,Enviornment,North America
SRR2239599,United States,10,Enterobase,A,Non,Enviornment,2011,2011,Enviornment,North America
SRR2239601,United States,278,Enterobase,AxB1,Non,Enviornment,2011,2011,Enviornment,North America
SRR2239609,United States,10,Enterobase,A,Non,Enviornment,2012,2012,Enviornment,North America
SRR2239610,United States,10,Enterobase,A,Non,Enviornment,2012,2012,Enviornment,North America
SRR2239613,United States,10,Enterobase,A,Non,Enviornment,2012,2012,Enviornment,North America
SRR2239614,United States,10,Enterobase,A,Non,Enviornment,2012,2012,Enviornment,North America
SRR2239617,United States,278,Enterobase,AxB1,Non,Enviornment,2012,2012,Enviornment,North America
SRR2239619,United States,10,Enterobase,A,Non,Enviornment,2012,2012,Enviornment,North America
SRR2239620,United States,48,Enterobase,A,Non,Enviornment,2012,2012,Enviornment,North America
SRR2239622,United States,278,Enterobase,AxB1,Non,Enviornment,2012,2012,Enviornment,North America
SRR2239623,United States,278,Enterobase,AxB1,Non,Enviornment,2012,2012,Enviornment,North America
SRR2239625,United States,10,Enterobase,A,Non,Enviornment,2012,2012,Enviornment,North America
SRR2239635,United States,1727,Enterobase,NF,Non,Enviornment,2012,2012,Enviornment,North America
SRR2239638,United States,10,Enterobase,A,Non,Enviornment,2012,2012,Enviornment,North America
SRR2239639,United States,641,Enterobase,NF,Non,Enviornment,2012,2012,Enviornment,North America
SRR2239647,United States,2522,Enterobase,NF,Non,Enviornment,2012,2012,Enviornment,North America
SRR2239648,United States,278,Enterobase,AxB1,Non,Enviornment,2011,2011,Enviornment,North America
SRR2568727,United States,16,Enterobase,B1,Non,Enviornment,2015,2015,Enviornment,North America
SRR3131252,United States,28,Enterobase,ABD,Non,Enviornment,2014,2014,Enviornment,North America
SRR3131258,United States,28,Enterobase,ABD,Non,Enviornment,2014,2014,Enviornment,North America
SRR3134831,United States,28,Enterobase,ABD,Non,Enviornment,2014,2014,Enviornment,North America
SRR3134842,United States,29,Enterobase,B1,Non,Enviornment,2014,2014,Enviornment,North America
SRR3136824,United States,127,Enterobase,B2,Non,Enviornment,2015,2015,Enviornment,North America
SRR3136829,United States,423,Enterobase,NF,Non,Enviornment,2015,2015,Enviornment,North America
SRR3136830,United States,973,Enterobase,NF,Non,Enviornment,2015,2015,Enviornment,North America
SRR3136832,United States,641,Enterobase,NF,Non,Enviornment,2014,2014,Enviornment,North America
SRR3136838,United States,69,Enterobase,D,Non,Enviornment,2014,2014,Enviornment,North America
SRR3136877,United States,10,Enterobase,A,Non,Enviornment,2014,2014,Enviornment,North America
SRR3146566,United States,40,Enterobase,B1,Non,Enviornment,2015,2015,Enviornment,North America
SRR3156769,United States,69,Enterobase,D,Non,Enviornment,2015,2015,Enviornment,North America
SRR3156775,United States,106,Enterobase,D,Non,Enviornment,2015,2015,Enviornment,North America
SRR3177665,United States,16,Enterobase,B1,Non,Enviornment,2012,2012,Enviornment,North America
SRR3177666,United States,16,Enterobase,B1,Non,Enviornment,2012,2012,Enviornment,North America
SRR3177667,United States,16,Enterobase,B1,Non,Enviornment,2012,2012,Enviornment,North America
SRR3177668,United States,16,Enterobase,B1,Non,Enviornment,2012,2012,Enviornment,North America
SRR3177669,United States,16,Enterobase,B1,Non,Enviornment,2012,2012,Enviornment,North America
SRR3177670,United States,16,Enterobase,B1,Non,Enviornment,2013,2013,Enviornment,North America
SRR3177671,United States,16,Enterobase,B1,Non,Enviornment,2012,2012,Enviornment,North America
SRR3177672,United States,16,Enterobase,B1,Non,Enviornment,2012,2012,Enviornment,North America
SRR3177673,United States,16,Enterobase,B1,Non,Enviornment,2012,2012,Enviornment,North America
SRR3177724,United States,16,Enterobase,B1,Non,Enviornment,2012,2012,Enviornment,North America
SRR3177725,United States,16,Enterobase,B1,Non,Enviornment,2012,2012,Enviornment,North America
SRR3177726,United States,16,Enterobase,B1,Non,Enviornment,2012,2012,Enviornment,North America
SRR3177727,United States,16,Enterobase,B1,Non,Enviornment,2013,2013,Enviornment,North America
SRR3177728,United States,16,Enterobase,B1,Non,Enviornment,2013,2013,Enviornment,North America
SRR3177729,United States,16,Enterobase,B1,Non,Enviornment,2013,2013,Enviornment,North America
SRR3177730,United States,16,Enterobase,B1,Non,Enviornment,2013,2013,Enviornment,North America
SRR3177731,United States,16,Enterobase,B1,Non,Enviornment,2013,2013,Enviornment,North America
SRR3177732,United States,16,Enterobase,B1,Non,Enviornment,2013,2013,Enviornment,North America
SRR3177734,United States,16,Enterobase,B1,Non,Enviornment,2013,2013,Enviornment,North America
SRR3177735,United States,16,Enterobase,B1,Non,Enviornment,2013,2013,Enviornment,North America
SRR3177737,United States,16,Enterobase,B1,Non,Enviornment,2013,2013,Enviornment,North America
SRR3178052,United States,29,Enterobase,B1,Non,Enviornment,2009,2009,Enviornment,North America
SRR3178054,United States,29,Enterobase,B1,Non,Enviornment,2009,2009,Enviornment,North America
SRR3178418,United States,127,Enterobase,B2,Non,Enviornment,2015,2015,Enviornment,North America
SRR3224367,United States,16,Enterobase,B1,Non,Enviornment,2012,2012,Enviornment,North America
SRR3228735,United States,218,Enterobase,A,Non,Enviornment,NF,NF,Enviornment,North America
SRR3228736,United States,218,Enterobase,A,Non,Enviornment,NF,NF,Enviornment,North America
SRR3466139,United States,10,Enterobase,A,Non,Enviornment,2003,2003,Enviornment,North America
SRR3657584,United States,16,Enterobase,B1,Non,Enviornment,2015,2015,Enviornment,North America
SRR3695759,United States,10,Enterobase,A,Non,Enviornment,1991,1991,Enviornment,North America
SRR3695760,United States,29,Enterobase,B1,Non,Enviornment,1995,1995,Enviornment,North America
SRR3824541,United States,10,Enterobase,A,Non,Enviornment,2015,2015,Enviornment,North America
SRR3829548,United States,16,Enterobase,B1,Non,Enviornment,2013,2013,Enviornment,North America
SRR3829549,United States,16,Enterobase,B1,Non,Enviornment,2013,2013,Enviornment,North America
SRR3829553,United States,16,Enterobase,B1,Non,Enviornment,2013,2013,Enviornment,North America
SRR3829555,United States,16,Enterobase,B1,Non,Enviornment,2013,2013,Enviornment,North America
SRR3928754,United States,10,Enterobase,A,Non,Enviornment,2015,2015,Enviornment,North America
SRR3929497,United States,641,Enterobase,NF,Non,Enviornment,2003,2003,Enviornment,North America
SRR3931157,United States,10,Enterobase,A,Non,Enviornment,2014,2014,Enviornment,North America
SRR3931159,United States,1727,Enterobase,NF,Non,Enviornment,2010,2010,Enviornment,North America
SRR3931171,United States,1727,Enterobase,NF,Non,Enviornment,2010,2010,Enviornment,North America
SRR3931182,United States,1727,Enterobase,NF,Non,Enviornment,2010,2010,Enviornment,North America
SRR3957201,United States,10,Enterobase,A,Non,Enviornment,2003,2003,Enviornment,North America
SRR3987464,United States,129,Enterobase,B1,Non,Enviornment,2001,2001,Enviornment,North America
SRR3988002,United States,973,Enterobase,NF,Non,Enviornment,1993,1993,Enviornment,North America
SRR3989598,United States,2521,Enterobase,NF,Non,Enviornment,1993,1993,Enviornment,North America
SRR3989605,United States,10,Enterobase,A,Non,Enviornment,1993,1993,Enviornment,North America
SRR3989625,United States,10,Enterobase,A,Non,Enviornment,1993,1993,Enviornment,North America
SRR3989626,United States,200,Enterobase,B1,Non,Enviornment,1993,1993,Enviornment,North America
SRR3989636,United States,10,Enterobase,A,Non,Enviornment,1993,1993,Enviornment,North America
SRR3994016,United States,40,Enterobase,B1,Non,Enviornment,2016,2016,Enviornment,North America
SRR4176562,United States,16,Enterobase,B1,Non,Enviornment,2015,2015,Enviornment,North America
SRR4176567,United States,16,Enterobase,B1,Non,Enviornment,2015,2015,Enviornment,North America
SRR4216995,United States,10,Enterobase,A,Non,Enviornment,2007,2007,Enviornment,North America
SRR4217000,United States,28,Enterobase,ABD,Non,Enviornment,2015,2015,Enviornment,North America
SRR5001046,United States,16,Enterobase,B1,Non,Enviornment,2016,2016,Enviornment,North America
SRR5031271,United States,16,Enterobase,B1,Non,Enviornment,2016,2016,Enviornment,North America
SRR5031273,United States,16,Enterobase,B1,Non,Enviornment,2016,2016,Enviornment,North America
SRR5031274,United States,16,Enterobase,B1,Non,Enviornment,2016,2016,Enviornment,North America
SRR5031275,United States,16,Enterobase,B1,Non,Enviornment,2016,2016,Enviornment,North America
SRR5082121,United States,16,Enterobase,B1,Non,Enviornment,2016,2016,Enviornment,North America
SRR5336255,United States,10,Enterobase,A,Non,Enviornment,2003,2003,Enviornment,North America
SRR5341960,United States,942,Enterobase,NF,Non,Enviornment,2012,2012,Enviornment,North America
SRR5452311,United States,106,Enterobase,D,Non,Enviornment,2017,2017,Enviornment,North America
SRR5452312,United States,106,Enterobase,D,Non,Enviornment,2017,2017,Enviornment,North America
SRR5452313,United States,106,Enterobase,D,Non,Enviornment,2017,2017,Enviornment,North America
SRR5452314,United States,106,Enterobase,D,Non,Enviornment,2017,2017,Enviornment,North America
SRR5452315,United States,106,Enterobase,D,Non,Enviornment,2017,2017,Enviornment,North America
SRR5452317,United States,106,Enterobase,D,Non,Enviornment,2017,2017,Enviornment,North America
SRR5452319,United States,106,Enterobase,D,Non,Enviornment,2017,2017,Enviornment,North America
SRR5470990,United States,10,Enterobase,A,Non,Enviornment,2015,2015,Enviornment,North America
SRR5605988,United States,538,Enterobase,NF,Non,Enviornment,NF,NF,Enviornment,North America
SRR5680930,United States,10,Enterobase,A,Non,Enviornment,2015,2015,Enviornment,North America
SRR5970424,United States,847,Enterobase,NF,Non,Enviornment,2017,2017,Enviornment,North America
SRR6181312,United States,641,Enterobase,NF,Non,Enviornment,2017,2017,Enviornment,North America
SRR6181653,United States,16,Enterobase,B1,Non,Enviornment,2017,2017,Enviornment,North America
SRR6219675,United States,10,Enterobase,A,Non,Enviornment,2017,2017,Enviornment,North America
SRR6219774,United States,278,Enterobase,AxB1,Non,Enviornment,2017,2017,Enviornment,North America
SRR6220066,United States,1727,Enterobase,NF,Non,Enviornment,2017,2017,Enviornment,North America
SRR6220198,United States,129,Enterobase,B1,Non,Enviornment,2017,2017,Enviornment,North America
SRR6373713,United States,16,Enterobase,B1,Non,Enviornment,2014,2014,Enviornment,North America
SRR6443373,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443392,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443393,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443399,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443604,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443619,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443620,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443624,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443625,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443626,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443627,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443630,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443637,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443638,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443642,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443773,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443774,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443775,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443776,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443777,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443778,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443780,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443785,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6443791,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6445042,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6445044,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6445045,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6445046,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6445095,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6445101,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6445102,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6445106,United States,16,Enterobase,B1,Non,Enviornment,2017,2017,Enviornment,North America
SRR6445112,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6445113,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6445116,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6445129,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6445131,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6445144,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6445189,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6445190,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6446713,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6446735,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6446768,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6446769,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6449606,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6449607,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6449648,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6449751,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6449759,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6449788,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6664104,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6664107,United States,10,Enterobase,A,Non,Enviornment,2000,2000,Enviornment,North America
SRR6689539,United States,16,Enterobase,B1,Non,Enviornment,NF,NF,Enviornment,North America
SRR6689546,United States,29,Enterobase,B1,Non,Enviornment,NF,NF,Enviornment,North America
SRR6689554,United States,16,Enterobase,B1,Non,Enviornment,2018,2018,Enviornment,North America
SRR6689559,United States,16,Enterobase,B1,Non,Enviornment,NF,NF,Enviornment,North America
SRR6690757,United States,16,Enterobase,B1,Non,Enviornment,2018,2018,Enviornment,North America
SRR6690768,United States,16,Enterobase,B1,Non,Enviornment,2018,2018,Enviornment,North America
SRR6691634,United States,16,Enterobase,B1,Non,Enviornment,2017,2017,Enviornment,North America
SRR6743537,United States,16,Enterobase,B1,Non,Enviornment,2018,2018,Enviornment,North America
SRR6743539,United States,16,Enterobase,B1,Non,Enviornment,2017,2017,Enviornment,North America
SRR6743540,United States,16,Enterobase,B1,Non,Enviornment,2018,2018,Enviornment,North America
SRR6743542,United States,16,Enterobase,B1,Non,Enviornment,2018,2018,Enviornment,North America
SRR6743544,United States,16,Enterobase,B1,Non,Enviornment,2018,2018,Enviornment,North America
SRR6743564,United States,16,Enterobase,B1,Non,Enviornment,2018,2018,Enviornment,North America
SRR6743565,United States,16,Enterobase,B1,Non,Enviornment,2018,2018,Enviornment,North America
SRR6743568,United States,16,Enterobase,B1,Non,Enviornment,2017,2017,Enviornment,North America
SRR6761084,United States,16,Enterobase,B1,Non,Enviornment,2018,2018,Enviornment,North America
SRR6766780,United States,69,Enterobase,D,Non,Enviornment,2018,2018,Enviornment,North America
SRR6985925,United States,973,Enterobase,NF,Non,Enviornment,1965,1965,Enviornment,North America
SRR7064469,United States,127,Enterobase,B2,Non,Enviornment,2000,2000,Enviornment,North America
SRR7135418,United States,538,Enterobase,NF,Non,Enviornment,1967,1967,Enviornment,North America
SRR7263711,United States,129,Enterobase,B1,Non,Enviornment,2002,2002,Enviornment,North America
SRR7264563,United States,1248,Enterobase,NF,Non,Enviornment,2002,2002,Enviornment,North America
SRR7283820,United States,1308,Enterobase,NF,Non,Enviornment,2002,2002,Enviornment,North America
SRR7284855,United States,1248,Enterobase,NF,Non,Enviornment,2002,2002,Enviornment,North America
SRR7369976,United States,1727,Enterobase,NF,Non,Enviornment,2018,2018,Enviornment,North America
SRR7369979,United States,1727,Enterobase,NF,Non,Enviornment,2018,2018,Enviornment,North America
SRR7497027,United States,16,Enterobase,B1,Non,Enviornment,2018,2018,Enviornment,North America
SRR7497031,United States,16,Enterobase,B1,Non,Enviornment,2018,2018,Enviornment,North America
SRR7889222,United States,10,Enterobase,A,Non,Enviornment,2003,2003,Enviornment,North America
SRR7889287,United States,10,Enterobase,A,Non,Enviornment,2003,2003,Enviornment,North America
SRR7889292,United States,10,Enterobase,A,Non,Enviornment,2003,2003,Enviornment,North America
SRR7889310,United States,127,Enterobase,B2,Non,Enviornment,2003,2003,Enviornment,North America
SRR7889321,United States,10,Enterobase,A,Non,Enviornment,2003,2003,Enviornment,North America
SRR7889364,United States,29,Enterobase,B1,Non,Enviornment,2003,2003,Enviornment,North America
SRR7904908,United States,847,Enterobase,NF,Non,Enviornment,2004,2004,Enviornment,North America
SRR7904913,United States,127,Enterobase,B2,Non,Enviornment,2004,2004,Enviornment,North America
SRR7904924,United States,538,Enterobase,NF,Non,Enviornment,2004,2004,Enviornment,North America
SRR7904968,United States,538,Enterobase,NF,Non,Enviornment,2004,2004,Enviornment,North America
SRR7905454,United States,127,Enterobase,B2,Non,Enviornment,2004,2004,Enviornment,North America
SRR3825878,United States,10,Enterobase,A,Non,Animal,1995,1995,Animal,North America
SRR3951465,United States,10,Enterobase,A,Non,Animal,1995,1995,Animal,North America
SRR3974867,United States,10,Enterobase,A,Non,Animal,1995,1995,Animal,North America
SRR3975189,United States,641,Enterobase,NF,Non,Animal,1995,1995,Animal,North America
SRR3975531,United States,200,Enterobase,B1,Non,Animal,1993,1993,Animal,North America
SRR3977089,United States,10,Enterobase,A,Non,Animal,1998,1998,Animal,North America
SRR3987465,United States,16,Enterobase,B1,Non,Animal,1998,1998,Animal,North America
SRR3993809,United States,127,Enterobase,B2,Non,Animal,1985,1985,Animal,North America
SRR3993823,United States,129,Enterobase,B1,Non,Animal,1976,1976,Animal,North America
SRR4046418,United States,641,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR4046423,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR4046426,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR4259696,United States,2354,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR4260099,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR4294828,United States,641,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR4294832,United States,48,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR4294893,United States,69,Enterobase,D,Non,Animal,2014,2014,Animal,North America
SRR4294967,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR4294974,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR5181481,United States,2522,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR5181484,United States,48,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR5181522,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR5181546,United States,69,Enterobase,D,Non,Animal,2014,2014,Animal,North America
SRR5181555,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR5181556,United States,48,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR5181557,United States,2522,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR5330910,United States,10,Enterobase,A,Non,Animal,1971,1971,Animal,North America
SRR5418788,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR5459143,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR5470028,United States,69,Enterobase,D,Non,Animal,2014,2014,Animal,North America
SRR5649648,United States,10,Enterobase,A,Non,Animal,2015,2015,Animal,North America
SRR5928752,United States,127,Enterobase,B2,Non,Animal,2017,2017,Animal,North America
SRR6161046,Canada,127,Enterobase,B2,Non,Animal,2017,2017,Animal,North America
SRR6374051,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6427273,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR6440976,United States,10,Enterobase,A,Non,Animal,1982,1982,Animal,North America
SRR6512531,United States,10,Enterobase,A,Non,Animal,2007,2007,Animal,North America
