Run,Country,ST_N,DataBase,Phylogroup_N,Human_N,Source_an,Collection.B,Collection.Year,Source,Continet
SRR3726168,NF,69,Enterobase,D,Non,Animal,1997,1997,Animal,NF
SRR3734057,United States,16,Enterobase,B1,Non,Animal,2006,2006,Animal,North America
SRR3734058,United States,16,Enterobase,B1,Non,Animal,2006,2006,Animal,North America
SRR3824148,United States,10,Enterobase,A,Non,Animal,2015,2015,Animal,North America
SRR3824215,United States,10,Enterobase,A,Non,Animal,2015,2015,Animal,North America
SRR3824226,United States,10,Enterobase,A,Non,Animal,2015,2015,Animal,North America
SRR3824539,United States,10,Enterobase,A,Non,Animal,2015,2015,Animal,North America
SRR3824540,United States,10,Enterobase,A,Non,Animal,2015,2015,Animal,North America
SRR3928762,United States,1172,Enterobase,NF,Non,Animal,2015,2015,Animal,North America
SRR3928764,United States,1172,Enterobase,NF,Non,Animal,2015,2015,Animal,North America
SRR3928766,United States,1172,Enterobase,NF,Non,Animal,2015,2015,Animal,North America
SRR3928767,United States,1172,Enterobase,NF,Non,Animal,2015,2015,Animal,North America
SRR3928769,United States,1172,Enterobase,NF,Non,Animal,2015,2015,Animal,North America
SRR3928770,United States,1172,Enterobase,NF,Non,Animal,2015,2015,Animal,North America
SRR3951479,United States,48,Enterobase,A,Non,Animal,1995,1995,Animal,North America
SRR3951480,United States,48,Enterobase,A,Non,Animal,1995,1995,Animal,North America
SRR3973069,United States,10,Enterobase,A,Non,Animal,1997,1997,Animal,North America
SRR3977079,United States,10,Enterobase,A,Non,Animal,1998,1998,Animal,North America
SRR3987628,United States,2248,Enterobase,NF,Non,Animal,1991,1991,Animal,North America
SRR3987919,United States,48,Enterobase,A,Non,Animal,1987,1987,Animal,North America
SRR3987945,Hungary,335,Enterobase,NF,Non,Animal,1988,1988,Animal,Europe
SRR3987968,United States,10,Enterobase,A,Non,Animal,1981,1981,Animal,North America
SRR3987970,United States,29,Enterobase,B1,Non,Animal,1981,1981,Animal,North America
SRR3989740,United States,641,Enterobase,NF,Non,Animal,1993,1993,Animal,North America
SRR3989743,United States,10,Enterobase,A,Non,Animal,1993,1993,Animal,North America
SRR4340475,NF,10,Enterobase,A,Non,Animal,NF,NF,Animal,NF
SRR4340476,Italy,10,Enterobase,A,Non,Animal,NF,NF,Animal,Europe
SRR4340520,NF,29,Enterobase,B1,Non,Animal,NF,NF,Animal,NF
SRR4340521,NF,29,Enterobase,B1,Non,Animal,NF,NF,Animal,NF
SRR5185881,United States,200,Enterobase,B1,Non,Animal,1993,1993,Animal,North America
SRR6412358,United States,29,Enterobase,B1,Non,Animal,1987,1987,Animal,North America
SRR6412470,United States,641,Enterobase,NF,Non,Animal,1987,1987,Animal,North America
SRR6412941,United States,278,Enterobase,AxB1,Non,Animal,1987,1987,Animal,North America
SRR6413768,United States,29,Enterobase,B1,Non,Animal,1987,1987,Animal,North America
SRR6728028,United States,10,Enterobase,A,Non,Animal,1990,1990,Animal,North America
SRR1177174,United States,48,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1177195,United States,973,Enterobase,NF,Non,Animal,2013,2013,Animal,North America
SRR1177254,United States,1582,Enterobase,NF,Non,Animal,2013,2013,Animal,North America
SRR1177280,United States,1582,Enterobase,NF,Non,Animal,2013,2013,Animal,North America
SRR1177282,United States,48,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1177303,United States,48,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1177545,United States,1582,Enterobase,NF,Non,Animal,2013,2013,Animal,North America
SRR1177613,United States,48,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1177632,United States,48,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1177633,United States,48,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1177638,United States,1727,Enterobase,NF,Non,Animal,2013,2013,Animal,North America
SRR1177642,United States,48,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1177643,United States,48,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1178256,United States,218,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1178262,United States,973,Enterobase,NF,Non,Animal,2013,2013,Animal,North America
SRR1178267,United States,10,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1178269,United States,10,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1181524,United States,10,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1201358,United States,48,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1207541,United States,10,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1220804,United States,10,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1263427,United States,69,Enterobase,D,Non,Animal,2013,2013,Animal,North America
SRR1263435,United States,10,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1263443,United States,10,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1264974,United States,10,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1505392,United States,10,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1505406,United States,48,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1505466,United States,10,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1505480,United States,10,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR1914399,United States,48,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR1914401,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR1916372,United States,48,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR1973872,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2085604,United States,10,Enterobase,A,Non,Animal,2009,2009,Animal,North America
SRR2085678,United States,10,Enterobase,A,Non,Animal,2009,2009,Animal,North America
SRR2085699,United States,10,Enterobase,A,Non,Animal,2009,2009,Animal,North America
SRR2085736,United States,10,Enterobase,A,Non,Animal,2009,2009,Animal,North America
SRR2085789,United States,29,Enterobase,B1,Non,Animal,2009,2009,Animal,North America
SRR2133164,United States,1721,Enterobase,NF,Non,Animal,2009,2009,Animal,North America
SRR2133165,United States,847,Enterobase,NF,Non,Animal,2009,2009,Animal,North America
SRR2133166,United States,69,Enterobase,D,Non,Animal,2009,2009,Animal,North America
SRR2133187,United States,69,Enterobase,D,Non,Animal,2009,2009,Animal,North America
SRR2133217,United States,69,Enterobase,D,Non,Animal,2009,2009,Animal,North America
SRR2133342,United States,1308,Enterobase,NF,Non,Animal,2009,2009,Animal,North America
SRR2133399,United States,10,Enterobase,A,Non,Animal,2009,2009,Animal,North America
SRR2970228,United States,641,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR2970229,United States,48,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2970233,United States,48,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR3175132,United States,16,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR3175215,United States,16,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR3184068,United States,10,Enterobase,A,Non,Animal,2013,2013,Animal,North America
SRR3466321,United States,1276,Enterobase,NF,Non,Animal,2007,2007,Animal,North America
SRR3657316,United States,641,Enterobase,NF,Non,Animal,1990,1990,Animal,North America
SRR3657317,United States,10,Enterobase,A,Non,Animal,1990,1990,Animal,North America
SRR3657336,United States,641,Enterobase,NF,Non,Animal,1990,1990,Animal,North America
SRR3657338,United States,10,Enterobase,A,Non,Animal,1990,1990,Animal,North America
SRR3657339,United States,10,Enterobase,A,Non,Animal,1990,1990,Animal,North America
SRR3657340,United States,10,Enterobase,A,Non,Animal,1990,1990,Animal,North America
SRR3957106,United States,10,Enterobase,A,Non,Animal,1994,1994,Animal,North America
SRR3987520,India,847,Enterobase,NF,Non,Animal,1990,1990,Animal,Asia
SRR3987538,United States,29,Enterobase,B1,Non,Animal,1990,1990,Animal,North America
SRR3987659,United States,10,Enterobase,A,Non,Animal,1993,1993,Animal,North America
SRR3987973,United States,10,Enterobase,A,Non,Animal,1981,1981,Animal,North America
SRR3988152,United States,973,Enterobase,NF,Non,Animal,1980,1980,Animal,North America
SRR3988173,United States,10,Enterobase,A,Non,Animal,1981,1981,Animal,North America
SRR3989624,United States,10,Enterobase,A,Non,Animal,1993,1993,Animal,North America
SRR3989755,United States,10,Enterobase,A,Non,Animal,1978,1978,Animal,North America
SRR3989759,United States,641,Enterobase,NF,Non,Animal,1978,1978,Animal,North America
SRR4046408,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR4259697,United States,1276,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR4294964,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR5181524,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR5185883,United States,10,Enterobase,A,Non,Animal,1990,1990,Animal,North America
SRR5187823,United States,10,Enterobase,A,Non,Animal,2003,2003,Animal,North America
SRR5187830,United States,10,Enterobase,A,Non,Animal,1979,1979,Animal,North America
SRR5336246,Mexico,10,Enterobase,A,Non,Animal,2002,2002,Animal,North America
SRR5336261,United States,10,Enterobase,A,Non,Animal,2003,2003,Animal,North America
SRR5418482,United States,641,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR5418789,United States,716,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR5434364,Uganda,2739,Enterobase,NF,Non,Animal,2016,2016,Animal,Africa
SRR5434365,Uganda,2739,Enterobase,NF,Non,Animal,2016,2016,Animal,Africa
SRR5434369,Uganda,10,Enterobase,A,Non,Animal,2016,2016,Animal,Africa
SRR5434398,Uganda,847,Enterobase,NF,Non,Animal,2016,2016,Animal,Africa
SRR5445211,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR5452208,United States,641,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR5452293,Uganda,48,Enterobase,A,Non,Animal,2016,2016,Animal,Africa
SRR5459094,Uganda,10,Enterobase,A,Non,Animal,2016,2016,Animal,Africa
SRR5459099,Uganda,10,Enterobase,A,Non,Animal,2016,2016,Animal,Africa
SRR5459132,Uganda,10,Enterobase,A,Non,Animal,2016,2016,Animal,Africa
SRR5470013,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR5470016,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR5487895,United States,716,Enterobase,NF,Non,Animal,2015,2015,Animal,North America
SRR5488047,Uganda,48,Enterobase,A,Non,Animal,2016,2016,Animal,Africa
SRR5527060,Uganda,10,Enterobase,A,Non,Animal,2016,2016,Animal,Africa
SRR5527064,Uganda,10,Enterobase,A,Non,Animal,2016,2016,Animal,Africa
SRR5527065,Uganda,10,Enterobase,A,Non,Animal,2016,2016,Animal,Africa
SRR5527069,Uganda,10,Enterobase,A,Non,Animal,2016,2016,Animal,Africa
SRR5646655,Uganda,641,Enterobase,NF,Non,Animal,2016,2016,Animal,Africa
SRR5646680,Uganda,10,Enterobase,A,Non,Animal,2016,2016,Animal,Africa
SRR5890307,United States,69,Enterobase,D,Non,Animal,2017,2017,Animal,North America
SRR5901521,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR5912890,United States,69,Enterobase,D,Non,Animal,2017,2017,Animal,North America
SRR6039973,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6231922,United States,48,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6231927,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6238122,United States,69,Enterobase,D,Non,Animal,2017,2017,Animal,North America
SRR6238137,United States,69,Enterobase,D,Non,Animal,2017,2017,Animal,North America
SRR6292599,United States,69,Enterobase,D,Non,Animal,2017,2017,Animal,North America
SRR6373154,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6373155,United States,69,Enterobase,D,Non,Animal,2017,2017,Animal,North America
SRR6373589,United States,48,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6398702,United States,48,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR6441142,United States,10,Enterobase,A,Non,Animal,1979,1979,Animal,North America
SRR6495067,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6505022,United States,48,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6505049,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6680335,United States,48,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6680605,United States,1727,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6680677,United States,48,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR6681098,United States,1727,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6682075,United States,1727,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6682898,United States,1727,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6683744,United States,69,Enterobase,D,Non,Animal,2017,2017,Animal,North America
SRR6683745,United States,1727,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6788247,United States,423,Enterobase,NF,Non,Animal,2005,2005,Animal,North America
SRR6788248,United States,10,Enterobase,A,Non,Animal,1980,1980,Animal,North America
SRR6793090,United States,10,Enterobase,A,Non,Animal,1979,1979,Animal,North America
SRR6793286,United States,28,Enterobase,ABD,Non,Animal,2003,2003,Animal,North America
SRR6793414,United States,10,Enterobase,A,Non,Animal,1979,1979,Animal,North America
SRR6793748,United States,10,Enterobase,A,Non,Animal,1979,1979,Animal,North America
SRR6821046,United States,641,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR6933164,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR6940347,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR6940385,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR6973081,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR6979753,United States,1721,Enterobase,NF,Non,Animal,2018,2018,Animal,North America
SRR6979754,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR6985859,United States,48,Enterobase,A,Non,Animal,1998,1998,Animal,North America
SRR6986335,United States,278,Enterobase,AxB1,Non,Animal,2018,2018,Animal,North America
SRR7011854,United States,69,Enterobase,D,Non,Animal,2018,2018,Animal,North America
SRR7041735,United States,10,Enterobase,A,Non,Animal,2000,2000,Animal,North America
SRR7041750,United States,48,Enterobase,A,Non,Animal,2000,2000,Animal,North America
SRR7066521,United States,1308,Enterobase,NF,Non,Animal,2000,2000,Animal,North America
SRR7096236,United States,69,Enterobase,D,Non,Animal,2018,2018,Animal,North America
SRR7135441,United States,10,Enterobase,A,Non,Animal,1978,1978,Animal,North America
SRR7140556,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7140587,United States,48,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7140596,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7140612,United States,69,Enterobase,D,Non,Animal,2018,2018,Animal,North America
SRR7192406,United States,69,Enterobase,D,Non,Animal,2018,2018,Animal,North America
SRR7439124,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7439324,United States,69,Enterobase,D,Non,Animal,2018,2018,Animal,North America
SRR7439325,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7468995,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7495365,United States,69,Enterobase,D,Non,Animal,2018,2018,Animal,North America
SRR7501040,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7615128,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7615180,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7624326,United States,69,Enterobase,D,Non,Animal,2018,2018,Animal,North America
SRR7635019,United States,69,Enterobase,D,Non,Animal,2018,2018,Animal,North America
SRR7661056,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7661172,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7754562,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7754596,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7789478,United States,69,Enterobase,D,Non,Animal,2018,2018,Animal,North America
SRR7903294,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR8080802,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR8095287,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095293,United States,2334,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR8095302,United States,69,Enterobase,D,Non,Animal,2017,2017,Animal,North America
SRR8095329,United States,1727,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR8095367,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095384,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095406,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095407,United States,1276,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR8095425,United States,48,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095438,United States,69,Enterobase,D,Non,Animal,2017,2017,Animal,North America
SRR8095449,United States,48,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095455,United States,69,Enterobase,D,Non,Animal,2017,2017,Animal,North America
SRR8095485,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095493,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095496,United States,48,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095519,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095618,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095647,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095683,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095701,United States,48,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095706,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095745,United States,48,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095753,United States,69,Enterobase,D,Non,Animal,2017,2017,Animal,North America
SRR8095755,United States,278,Enterobase,AxB1,Non,Animal,2017,2017,Animal,North America
SRR8095764,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095837,United States,29,Enterobase,B1,Non,Animal,2017,2017,Animal,North America
SRR8095877,United States,48,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095912,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095938,United States,69,Enterobase,D,Non,Animal,2017,2017,Animal,North America
SRR8095960,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR8095963,United States,10,Enterobase,A,Non,Animal,2017,2017,Animal,North America
SRR5018303,United Kingdom,127,Enterobase,B2,NF,NF,2015,2015,NF,Europe
SRR5023679,United Kingdom,335,Enterobase,NF,NF,NF,2015,2015,NF,Europe
SRR5030784,United Kingdom,218,Enterobase,A,NF,NF,2015,2015,NF,Europe
SRR5030805,United Kingdom,10,Enterobase,A,NF,NF,2016,2016,NF,Europe
SRR5031110,United Kingdom,29,Enterobase,B1,NF,NF,2016,2016,NF,Europe
SRR5031169,United Kingdom,10,Enterobase,A,NF,NF,2016,2016,NF,Europe
SRR5031192,United Kingdom,127,Enterobase,B2,NF,NF,2015,2015,NF,Europe
SRR5031243,United Kingdom,28,Enterobase,ABD,NF,NF,2015,2015,NF,Europe
SRR5033646,United Kingdom,10,Enterobase,A,NF,NF,2013,2013,NF,Europe
SRR5335920,United States,641,Enterobase,NF,NF,NF,1987,1987,NF,North America
SRR5470159,United Kingdom,10,Enterobase,A,NF,NF,2016,2016,NF,Europe
SRR5649223,United States,10,Enterobase,A,NF,NF,2015,2015,NF,North America
SRR5650197,United States,10,Enterobase,A,NF,NF,2015,2015,NF,North America
SRR5650513,United States,48,Enterobase,A,NF,NF,2014,2014,NF,North America
SRR5659129,United States,48,Enterobase,A,NF,NF,2015,2015,NF,North America
SRR5659154,United States,10,Enterobase,A,NF,NF,2015,2015,NF,North America
SRR5942287,United States,2522,Enterobase,NF,NF,NF,2017,2017,NF,North America
SRR6109138,United States,29,Enterobase,B1,NF,NF,2017,2017,NF,North America
SRR6109202,United States,737,Enterobase,NF,NF,NF,2017,2017,NF,North America
SRR7064476,United States,127,Enterobase,B2,NF,NF,2017,2017,NF,North America
SRR7798779,United States,127,Enterobase,B2,NF,NF,2018,2018,NF,North America
SRR7799158,United States,200,Enterobase,B1,NF,NF,2018,2018,NF,North America
SRR1505404,United States,10,Enterobase,A,Non,Animal,2009,2009,Animal,North America
SRR2054383,United States,10,Enterobase,A,Non,Animal,2009,2009,Animal,North America
SRR2085676,United States,278,Enterobase,AxB1,Non,Animal,2009,2009,Animal,North America
SRR2085683,United States,10,Enterobase,A,Non,Animal,2009,2009,Animal,North America
SRR2085737,United States,10,Enterobase,A,Non,Animal,2009,2009,Animal,North America
SRR2174083,United States,16,Enterobase,B1,Non,Animal,NF,NF,Animal,North America
SRR2775032,United States,16,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR2920453,United States,16,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR2970151,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2970169,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2970172,United States,48,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2970173,United States,278,Enterobase,AxB1,Non,Animal,2014,2014,Animal,North America
SRR2970179,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2970183,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2970185,United States,1727,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR2970191,United States,1172,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR2970194,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2970195,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2970196,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2970202,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2970206,United States,48,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2970215,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2970234,United States,867,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR2970237,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2970242,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2970258,United States,278,Enterobase,AxB1,Non,Animal,2014,2014,Animal,North America
SRR2970261,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2970271,United States,278,Enterobase,AxB1,Non,Animal,2014,2014,Animal,North America
SRR2970272,United States,278,Enterobase,AxB1,Non,Animal,2014,2014,Animal,North America
SRR2970273,United States,48,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2970282,United States,48,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2970285,United States,1308,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR2970288,United States,10,Enterobase,A,Non,Animal,2014,2014,Animal,North America
SRR2970897,United States,16,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR2986093,United States,16,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR3016030,United States,16,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR3016132,United States,16,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR3016233,United States,29,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR3018367,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018368,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018369,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018370,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018371,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018372,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018374,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018375,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018376,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018377,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018378,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018379,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018380,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018381,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018382,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018383,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018384,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018385,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018386,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018387,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018388,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018389,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018390,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018391,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018393,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018394,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018395,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018396,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018397,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018398,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018399,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018400,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018401,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018402,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018403,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018405,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018406,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018407,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018408,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3018409,United States,29,Enterobase,B1,Non,Animal,2011,2011,Animal,North America
SRR3098448,United States,16,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR3241694,United States,16,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR3403678,United States,16,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR3405514,United States,16,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR3406061,United States,16,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR3437873,United States,16,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR3437877,United States,16,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR3438299,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
SRR3438300,United States,10,Enterobase,A,Non,Animal,1983,1983,Animal,North America
